"species","owner","country_of_origin","farm_name","mill","company","region","producer","grading_date","owner_1","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","total_cup_points","moisture","category_one_defects","quakers","color","category_two_defects","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"Arabica","simon mahinda","Burundi","","sogestal mumirwa","sangana commodities k limited","mumirwa","SOGESTAL MUMIRWA",2016-01-22,"SIMON MAHINDA","","",7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,"Green",0,1700,1700,1700
"Arabica","delfina leon shine","Tanzania, United Republic Of","delfina farm","","delfina farm","mkuu rombo","Delfina Leon Shine",2015-11-16,"Delfina Leon Shine","Bourbon","Washed / Wet",7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,"Green",5,1700,1700,1700
"Arabica","kongoni estate","Tanzania, United Republic Of","kongoni estate","kongoni estate","kongoni estate","arusha","Kongoni Estate",2014-12-18,"Kongoni Estate","Other","Washed / Wet",7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,"Bluish-Green",5,NA,NA,NA
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","tokoffee莊園","tokoffee莊園","blossom valley宸嶧國際","taichung xinshe 台中市新社區","Wu yi ting 吳伊婷",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Yellow Bourbon","Other",7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,"Green",0,600,600,600
"Arabica","juan luis alvarado romero","Guatemala","la castellana","beneficio ixchel","unex guatemala, s.a.","oriente","AGRIPEC DE LA VEGA Y CIA.",2013-06-06,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,0,"Green",4,1310.64,1310.64,1310.64
"Arabica","miguel cortes moreno","Mexico","","comunidad de sacún palma, municipio de chilón, chiapas","estrategias constructivas corzu s.a. de c.v.","chilón","ARMANDO GUTIERREZ GUZMAN",2012-08-30,"MIGUEL CORTES MORENO","Typica","Semi-washed / Semi-pulped",7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,"Green",21,940,940,940
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","cqi","kona","",2012-02-08,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Washed / Wet",7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,0,"Green",7,NA,NA,NA
"Arabica","ethiopia commodity exchange","Ethiopia","","","","kelem welega","Exporter Name | Muluneh Kaka | Phone: 0114390290",2010-06-17,"Ethiopia Commodity Exchange","","",7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,0,0,"",1,NA,NA,NA
"Arabica","volcafe ltda. - brasil","Brazil","são rafael_ ra/ras certified","copag - varginha - mg","volcafe ltda.","cerrado - monte carmelo - minas gerais","Luiz Augusto Pereira Moguilod",2017-11-03,"Volcafe Ltda. - Brasil","Catuai","Natural / Dry",7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,"Green",1,995,995,995
"Arabica","bismarck castro","Honduras","las moras","cigrah s.a de c.v.","cigrah s.a de c.v","comayagua","Yamilet Lope",2017-04-06,"Bismarck Castro","Caturra","Natural / Dry",7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,"Green",4,1400,1400,1400
"Arabica","cafe de don balbino s.c. de r.l. de c.v.","Mexico","cortapico","café don balbino","cafe don balbino s.c. de r.l. de c.v.","sierra madre occidental","Balbino Ramirez Flores",2016-04-26,"CAFE DE DON BALBINO S.C. DE R.L. DE C.V.","Caturra","Washed / Wet",7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,"Green",2,1600,1600,1600
"Arabica","bob mccauley","Myanmar","waylead farms","green beans","waylead industrial co, ltd.","yauk sauk, shan state","Waylead Co, Ltd",2015-08-27,"Bob McCauley","Other","Natural / Dry",8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,"Green",26,914.4,914.4,914.4
"Arabica","u htun htun","Myanmar","thein kone","","","ywar ngan","U Htun Htun",2015-07-17,"U Htun Htun","Catuai","Natural / Dry",7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,0,"Green",1,4287,4287,4287
"Arabica","gloria antonieta escobar urrutia","Nicaragua","finca el consuelo","beneficio matagalpa coffee group, s.a.","zeas escobar y compañía limitada","matagalpa","GLORIA ANTONIETA ESCOBAR URRUTIA",2015-02-20,"Gloria Antonieta Escobar Urrutia","Caturra","Washed / Wet",7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,0,"Green",2,900,900,900
"Arabica","eileen koyanagi","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2014-03-03,"Eileen Koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,"Green",13,NA,NA,NA
"Arabica","honor dela fuente","Colombia","","","costco wholesale industries","","",2014-01-08,"Honor dela Fuente","Typica","Washed / Wet",7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,"Green",0,NA,NA,NA
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","weng hui ling 翁惠鈴","weng hui ling 翁惠鈴","blossom valley宸嶧國際","chiayi fanlu嘉義縣番路鄉","Weng hui ling 翁惠鈴",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Semi-washed / Semi-pulped",7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,"Green",0,700,700,700
"Arabica","the coffee source inc.","Guatemala","several","ixchel","the coffee source inc.","oriente","UNEX",2013-01-09,"The Coffee Source Inc.","Caturra","Washed / Wet",7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,"Green",12,1400,1400,1400
"Arabica","saul m. hernandez ramirez","Mexico","mirador","en coyula","","calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",2012-09-27,"SAUL M. HERNANDEZ RAMIREZ","Caturra","Washed / Wet",7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,0,"None",8,808,808,808
"Arabica","sunvirtue co., ltd.","Vietnam","apollo estate","yes","sunvirtue co., ltd.","dala","Yeh, Li Chuan",2017-05-09,"Sunvirtue Co., Ltd.","Catimor","Other",7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,"",2,1550,1550,1550
"Arabica","exportadora atlantic, s.a.","Nicaragua","los mesones","planta procesadora sebaco","exportadora atlantic s.a","jinotega","Sheldom La rue",2015-04-24,"Exportadora Atlantic, S.A.","Caturra","Washed / Wet",7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,"",2,1100,1275,1187.5
"Arabica","cadexsa","Honduras","cerro bueno","cadexsa","cadexsa","marcala","Jose Omar Acosta",2015-01-26,"CADEXSA","Catuai","Washed / Wet",7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,"Green",0,1400,1400,1400
"Arabica","juan luis alvarado romero","Guatemala","el morito","beneficio ixchel","unex guatemala, s.a.","oriente","ROBERTO MONTERROSO",2013-08-07,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,"Green",2,1310.64,1310.64,1310.64
"Arabica","pablo enrique martinez gama","Mexico","la orduña, coatepec, veracruz","alcafe s.a. de c.v","café katsina","coatepec","PABLO ENRIQUE MARTINEZ GAMA",2012-10-09,"PABLO ENRIQUE MARTINEZ GAMA","Typica","Washed / Wet",7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,0,"Green",2,1250,1250,1250
"Arabica","israel eduardo paz garcia","Mexico","el carrizo","zaragoza itundujia, oaxaca","cafeorganico.mx","zaragoza itundujia","CIRILO JOSE JOSE",2012-09-13,"ISRAEL EDUARDO PAZ GARCIA","Typica","Washed / Wet",7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,"Green",2,1550,1550,1550
"Arabica","marco virgilio ramirez teliz","Mexico","el aguacate","cafes de naranjal s.a. de c.v.","cafes de naranjal s.a. de c.v","veracruz","MARCO VIRGILIO RAMIREZ TELIZ",2012-09-10,"MARCO VIRGILIO RAMIREZ TELIZ","Bourbon","Washed / Wet",7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,0,"Green",12,1000,1000,1000
"Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","beneficio ixchel","unex guatemala, s.a.","oriente","AGROPECUARIA QUIAGRAL",2012-05-24,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,0,"Green",5,1310.64,1310.64,1310.64
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","kona","",2011-09-22,"Kona Pacific Farmers Cooperative","","",7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0,"",1,NA,NA,NA
"Arabica","brayan cunha souza","Brazil","","cafeco 3","carmo coffees","mantiqueira de minas","",2017-11-29,"Brayan Cunha Souza","Bourbon","Pulped natural / honey",7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,0,"Green",5,1100,1100,1100
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","好自在咖啡莊園","好自在咖啡莊園","宸嶧國際","苗栗泰安","簡義榮",2014-11-23,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Washed / Wet",7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,"Green",0,850,850,850
"Arabica","honor dela fuente","Nicaragua","","","costco wholesale industries","","",2014-02-25,"Honor dela Fuente","","Natural / Dry",7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,0,"Green",4,NA,NA,NA
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","sheng he shang pin coffee 聖荷上品咖啡坊","sheng he shang pin coffee 聖荷上品咖啡坊","blossom valley宸嶧國際","yunlin gukeng he bao 雲林縣古坑鄉荷苞村","Du zheng ru 杜政儒",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Other",7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,0,0,"Green",0,200,200,200
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","a shu she coffee 阿束社咖啡莊園","a shu she coffee 阿束社咖啡莊園","blossom valley宸嶧國際","changhua baguashan 彰化市八卦山","Zheng zhao ming 鄭昭明",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Washed / Wet",7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,0,0,"Green",0,150,150,150
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","wu kun shan coffee 吳焜山咖啡園","wu kun shan coffee 吳焜山咖啡園","blossom valley宸嶧國際","changhua baguashan 彰化市八卦山","Wu kun shan 吳焜山",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Semi-washed / Semi-pulped",7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,0,0,"Green",0,250,250,250
"Arabica","israel eduardo paz garcia","Mexico","el tabaco","zaragoza itundujia, oaxaca","cafeorganico.mx","zaragoza itundujia","ALBERTA TEODORO ANALCO",2012-09-14,"ISRAEL EDUARDO PAZ GARCIA","Typica","Washed / Wet",7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,"None",0,1300,1300,1300
"Arabica","federico pacheco perez","Mexico","","","","escuitla","FEDERICO PACHECO PEREZ",2012-08-30,"FEDERICO PACHECO PEREZ","Typica","Washed / Wet",7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,0,"Green",17,1300,1300,1300
"Arabica","comercial internacional exportadora, s.a.","Nicaragua","santa matilde","beneficio san carlos","comercial internacional exportadora, s.a.","jinotega","RONALDO LACAYO CARDENAL",2017-06-13,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","Caturra","Washed / Wet",7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,0,0,"Green",5,1250,1250,1250
"Arabica","ngu shwe li","Myanmar","doe kwin","ngu shwe li coffee estate","ngu shwe li coffee estate","doe kwin, pyin oo lwin","Ngu Shwe Li Coffee Estate",2015-07-17,"Ngu Shwe Li","Other","Washed / Wet",7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,0,"Green",4,3845,3845,3845
"Arabica","kurt kappeli","Mexico","various","productores de cafes especiales sc","globus coffee","sierra fraylesca, chiapas","various small producers",2014-05-01,"Kurt Kappeli","Typica","Washed / Wet",7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,0,0,"Green",2,1300,1500,1400
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","zhang li hong coffee 張立宏咖啡莊園","zhang li hong coffee 張立宏咖啡莊園","blossom valley宸嶧國際","changhua baguashan 彰化市八卦山","Zhang xian tong 張献銅",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Washed / Wet",7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11,0,0,"Green",0,250,250,250
"Arabica","doi tung development project","Thailand","doi tung development project","doi tung development project","doi tung development project","thailand","Doi Tung Development Project",2013-05-29,"Doi Tung Development Project","","Washed / Wet",7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,0,0,"Green",0,800,800,800
"Arabica","pablo enrique martinez gama","Mexico","la orduña, coatepec, veracruz","alcafe s.a. de c.v","","coatepec","PABLO ENRIQUE MARTINEZ GAMA",2012-09-10,"PABLO ENRIQUE MARTINEZ GAMA","Typica","Washed / Wet",7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,0,0,"Green",9,1250,1250,1250
"Arabica","semiramis casas velazquez","Mexico","santa clara, california y camila","finca camila","","san miguel del puerto","SEMIRAMIS CASAS VELAZQUEZ",2012-09-04,"SEMIRAMIS CASAS VELAZQUEZ","Other","Washed / Wet",7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,0,0,"Green",12,1100,1100,1100
"Arabica","ethiopia commodity exchange","Ethiopia","phone number | 0911-51-08-01, email | at","","","limu","Contact name | ATO Teshome Belamo",2010-06-17,"Ethiopia Commodity Exchange","","",7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,0.05,0,0,"",2,NA,NA,NA
"Arabica","federacion nacional de cafeteros","Colombia","","","federacion nacional de cafeteros","huila","",2015-04-23,"Federacion Nacional de Cafeteros","","Washed / Wet",7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,0,"Green",1,NA,NA,NA
"Arabica","eileen koyanagi","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2014-05-12,"Eileen Koyanagi","Hawaiian Kona","Natural / Dry",7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,0.11,1,0,"Green",3,NA,NA,NA
"Arabica","calixto guillen vazquez","Mexico","various","productores de cafes especiales sc","finca triunfo verde, s.c.","chiapas","VARIOS PRODUCTORES",2013-03-29,"CALIXTO GUILLEN VAZQUEZ","Bourbon","Washed / Wet",7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12,0,0,"Green",4,1300,1300,1300
"Arabica","alejandro garcia palacios","Mexico","finca buenos aires","finca la fortuna","industrializadora de kaffee andes s.a. de c.v.","motozintla, chiapas","MARTHA PALACIOS",2012-09-11,"ALEJANDRO GARCIA PALACIOS","Other","Washed / Wet",7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1,0,"Green",7,1100,1100,1100
"Arabica","christina dusing","Mexico","rancho san francisco iii","ecc beneficio veracruz","","veracruz","DELMAR MORENO GUILLEN",2012-08-30,"CHRISTINA DUSING","Bourbon","Washed / Wet",7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,0,0,"",0,1100,1100,1100
"Arabica","montegrande","Mexico","finca monte grande","finca montegrande, jaltenango","","jaltenango","MARIA ELENA TERESA FERNANDEZ CEJA",2012-07-26,"MONTEGRANDE","Catuai","Washed / Wet",7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,0,0,"Green",3,1100,1100,1100
"Arabica","pablo enrique martinez gama","Mexico","finca la orduña","finca la orduña, coatepec, ver.","","coatepec","PABLO ENRIQUE MARTINEZ GAMA",2012-07-11,"PABLO ENRIQUE MARTINEZ GAMA","Typica","Natural / Dry",7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12,0,0,"Green",6,1250,1250,1250
"Arabica","jesus carlos cadena valdivia","Mexico","finca huehuetecpan","cosautlan de carvajal, veracruz, méxico","cafetalera la asunción s.a. de c.v.","veracruz","MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ",2012-07-11,"JESUS CARLOS CADENA VALDIVIA","Mundo Novo","Washed / Wet",7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11,0,0,"Green",0,1250,1250,1250
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","kona","",2011-09-22,"Kona Pacific Farmers Cooperative","","",7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92,0.05,3,0,"",0,NA,NA,NA
"Arabica","kennedy macharia","Kenya","yara estate / benvar estate","sasini mills / thika cofee mills","taylor winch (coffee) ltd","kiambu","YARA / BENVAR",2017-08-25,"Kennedy Macharia","SL34","Washed / Wet",7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,0.11,0,1,"",5,1500,1500,1500
"Arabica","juan luis alvarado romero","Guatemala","piamonte","beneficio ixchel","unex guatemala, s.a.","san marcos","JORGE LEAL",2017-08-22,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1,0,0,"Green",2,1700,1700,1700
"Arabica","asociación aldea global jinotega","Nicaragua","asociación aldea global jinotega","beneficio soppexcca","asociación aldea global jinotega","jinotega","Asociación Aldea Global Jinotega",2015-03-30,"Asociación Aldea Global Jinotega","Caturra","Washed / Wet",6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,0.11,0,0,"Green",0,1250,1250,1250
"Arabica","sergio de la vequia bernardi","Mexico","la cuchilla","cafetalera la cuchilla","","veracruz","CIRO DE LA VEQUIA CESSA",2012-07-11,"SERGIO DE LA VEQUIA BERNARDI","Typica","Washed / Wet",7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12,0,0,"Green",3,1300,1300,1300
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2012-04-05,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83,0.12,7,0,"Blue-Green",10,NA,NA,NA
"Arabica","juan luis alvarado romero","Guatemala","la esperanza","beneficio ixchel","unex guatemala, s.a.","oriente","AGRICOLA EL PILAR, S.A.",2017-06-22,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,"Green",1,190164,190164,190164
"Arabica","lin, che-hao krude 林哲豪","Taiwan","ka-vulungan coffee estate","ka-vulungan coffee estate","red on tree co., ltd.","taiwu township , pingtung county 屏東縣泰武鄉","Wei-Chieh ( Jack ) Hua",2015-03-21,"Lin, Che-Hao Krude 林哲豪","Typica","Natural / Dry",7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0,0,0,"",0,800,1200,1000
"Arabica","lin, che-hao krude 林哲豪","Taiwan","baijiada coffee farm佰加達咖啡莊園","baijiada coffee farm佰加達咖啡莊園","red on tree co., ltd.","baihe dist., tainan city 臺南市白河區","LIN REN FU 林人富",2014-07-28,"Lin, Che-Hao Krude 林哲豪","Typica","Washed / Wet",7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,0.1,0,0,"Blue-Green",0,500,700,600
"Arabica","doi tung development project","Thailand","","doi tung development project","doi tung development project","thailand","Doi Tung Development Project",2014-06-16,"Doi Tung Development Project","","Washed / Wet",7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12,0,0,"Green",0,800,800,800
"Arabica","dane loraas","Peru","","","sustainable harvest","huanuco","",2014-01-23,"Dane Loraas","","Washed / Wet",7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75,0.12,1,0,"Green",2,NA,NA,NA
"Arabica","the coffee source inc.","Costa Rica","several","coopeagri","the coffee source inc.","brunca","Coopeagri",2013-09-23,"The Coffee Source Inc.","Catuai","Washed / Wet",7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,0.1,0,0,"Bluish-Green",4,1100,1100,1100
"Arabica","fredy gordillo reyes","Mexico","union ramal santa cruz","union ramal santa cruz","union ramal santa cruz spr de ri","la concordia, chiapas","UNION RAMAL SANTA CRUZ",2013-03-29,"FREDY GORDILLO REYES","Typica","Washed / Wet",7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12,0,0,"Green",4,1400,1400,1400
"Arabica","leonides de la cruz lopez","Mexico","comonyaj noptic s de ss","","comon yaj noptic s. de ss","chiapas","COMONYAJ NOPTIC S DE SS",2013-03-29,"LEONIDES DE LA CRUZ LOPEZ","Bourbon","Washed / Wet",7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,0.13,0,0,"Green",4,1022,1022,1022
"Arabica","calixto guillen vazquez","Mexico","various","productores de cafes especiales sc","finca triunfo verde, s.c.","chiapas","VARIOS PRODUCTORES",2013-03-29,"CALIXTO GUILLEN VAZQUEZ","Bourbon","Washed / Wet",7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12,0,0,"Green",5,1300,1300,1300
"Arabica","israel eduardo paz garcia","Mexico","peña negra","zaragoza itundujia, oaxaca","cafeorganico.mx","zaragoza itundujia","MINERVA ZUÑIGA GARCIA",2012-09-14,"ISRAEL EDUARDO PAZ GARCIA","Bourbon","Washed / Wet",7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,0.14,0,0,"None",0,1450,1450,1450
"Arabica","alfredo bojalil","Mexico","el vergel","amsa oaxaca","ecomtrading","pochutla","ANGEL GONZALES",2012-09-04,"ALFREDO BOJALIL","Typica","Washed / Wet",7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1,1,0,"Green",22,1050,1050,1050
"Arabica","lusso lab","Guatemala","genuine antigua medina","","lusso coffee lab","antigua","Jorge Bolanos",2012-07-23,"LUSSO LAB","Bourbon","Washed / Wet",7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,0,0,0,"Green",4,NA,NA,NA
"Arabica","montegrande","Mexico","finca monte grande","","cafe montegrande","tuxtla gutierrez","ALFREDO MOISES CEJA",2012-06-06,"MONTEGRANDE","Typica","Washed / Wet",7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12,0,0,"",7,1100,1100,1100
"Arabica","juan luis alvarado romero","Guatemala","la esmeralda","beneficio ixchel","unex guatemala, s.a.","oriente","JESUS RAMIREZ",2017-06-22,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,"Green",1,1219.2,1219.2,1219.2
"Arabica","consejo salvadoreño del café","El Salvador","la montaña","sociedad cooperativa de cafetaleros de ciudad barrios de r.l.","consejo salvadoreño del café","cacahuatique","Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.",2017-03-23,"Consejo Salvadoreño del Café","Bourbon","Washed / Wet",7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0,0,0,"Bluish-Green",12,1250,1250,1250
"Arabica","doi tung development project","Thailand","","doi tung development project","doi tung development project","thailand","Doi Tung Development Project",2014-06-16,"Doi Tung Development Project","","Washed / Wet",6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12,0,0,"Blue-Green",0,800,800,800
"Arabica","juan luis alvarado romero","Guatemala","la castellana","beneficio ixchel","unex guatemala, s.a.","oriente","AGRIPEC DE LA VEGA Y CIA.",2013-06-27,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11,0,0,"Green",6,1310.64,1310.64,1310.64
"Arabica","fredy gordillo reyes","Mexico","union ramal santa cruz","union ramal santa cruz","union ramal santa cruz spr de ri","la concordia, chiapas","UNION RAMAL SANTA CRUZ",2013-03-29,"FREDY GORDILLO REYES","Typica","Washed / Wet",7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12,0,0,"Green",6,1400,1400,1400
"Arabica","saul m. hernandez ramirez","Mexico","el encinal","en el progreso","","tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",2012-09-27,"SAUL M. HERNANDEZ RAMIREZ","Caturra","Washed / Wet",7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,0.13,5,0,"None",6,975,975,975
"Arabica","alfredo bojalil","Mexico","consolapa","","ecomtrading","coatepec, coatepec","CECILIA AVILA CAMBEROS",2012-06-04,"ALFREDO BOJALIL","Mundo Novo","Washed / Wet",6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0,0,0,"",9,1264,1264,1264
"Arabica","doi tung development project","Thailand","doi tung development project","","","","Doi Tung Development Project",2010-04-09,"Doi Tung Development Project","Peaberry","",7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67,0,1,0,"",0,NA,NA,NA
"Arabica","obed rendon ponce","Mexico","tepetzingo","monte blanco","cafetera el grande s.a. de c.v.","tepetzingo","ROGELIO JACOME MORALES",2012-09-17,"OBED RENDON PONCE","Typica","Washed / Wet",7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12,0,0,"None",11,1250,1250,1250
"Arabica","armando luis pohlenz martinez","Mexico","","finca custepec","beneficio custepec s.a. de c.v.","la concordia","ARMANDO LUIS POHLENZ MARTINEZ",2012-08-30,"ARMANDO LUIS POHLENZ MARTINEZ","Caturra","Washed / Wet",7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13,0,0,"Green",5,1550,1550,1550
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora bonanza - armenia quindioa","","huila","",2011-02-09,"Exportadora de Cafe Condor S.A","","",7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58,0.1,0,0,"",4,1800,1800,1800
"Arabica","carl walker","Guatemala","la igualdad","concepcion","","chuva, san marcos","Federico Weller",2011-01-13,"Carl Walker","","",7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58,0.17,1,0,"",19,1066.8,1584.96,1325.88
